t,Resistance,Soot left-mg
1059.0,1443.4190990000002,0.4998635438081345
1060.0,1443.001443,0.4998617840326465
1061.0,1442.3794596,0.4998598662894794
1062.0,1441.7574762000002,0.49985788084587857
1063.0,1441.1354928,0.4998558954022777
1064.0,1440.5135094,0.49985390995867685
1065.0,1439.8915259999999,0.499851924515076
1066.0,1439.2695426,0.49984993907147507
1067.0,1438.6475592,0.4998479536278742
1068.0,1438.0255757999998,0.49984596818427335
1069.0,1437.4035924,0.4998439827406725
1070.0,1436.781609,0.4998419972970716
1071.0,1436.3699236999998,0.49984001185347077
1072.0,1435.9582383999998,0.4998380264098699
1073.0,1435.5465531,0.499836040966269
1074.0,1435.1348678,0.49983405552266813
1075.0,1434.7231825,0.49983207007906727
1076.0,1434.3114971999998,0.4998300846354664
1077.0,1433.8998118999998,0.49982809919186555
1078.0,1433.4881266,0.4998261137482647
1079.0,1433.0764413,0.49982412830466383
1080.0,1432.664756,0.4998221428610629
1081.0,1432.2554232999998,0.49982015741746205
1082.0,1431.8460906,0.4998181719738612
1083.0,1431.4367579,0.49981618653026033
1084.0,1431.0274252,0.49981420108665947
1085.0,1430.6180924999999,0.4998122156430586
1086.0,1430.2087598,0.49981023019945775
1087.0,1429.7994271,0.49980824475585683
1088.0,1429.3900944,0.499806259312256
1089.0,1428.9807617000001,0.4998042738686551
1090.0,1428.571429,0.49980228842505425
1091.0,1427.7597406,0.4998003029814534
1092.0,1426.9480522000001,0.49979831753785253
1093.0,1426.1363638,0.49979633209425167
1094.0,1425.3246754000002,0.49979434665065076
1095.0,1424.512987,0.4997923612070499
1096.0,1423.7012986,0.49979037576344904
1097.0,1422.8896102,0.4997883903198482
